Data Till,Scheme,Component,TrainingType,TCState,TCDistrict,Enrolled,Trained,Assessed,Certified,Reported Placed
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Salem,80,80,71,70,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Salem,24,24,3,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Sivaganga,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Sivaganga,279,279,177,157,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Thanjavur,54,54,49,24,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Thanjavur,80,80,73,69,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,The Nilgiris,240,240,83,76,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Thiruvallur,1987,1987,1897,1839,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Thiruvallur,240,240,237,220,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Thiruvarur,251,251,192,189,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Thiruvarur,160,160,160,156,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Tiruchirappalli,61,61,54,25,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Tiruchirappalli,260,260,222,168,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Tirunelveli,36,36,16,16,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Tirunelveli,79,79,77,75,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Tirupathur,340,340,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Tiruppur,13,13,6,6,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Tiruppur,100,100,85,85,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Tiruvannamalai,28,28,10,10,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Tiruvannamalai,195,195,191,178,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Vellore,1382,1349,1100,1050,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Vellore,288,288,108,97,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Villupuram,55,49,48,48,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Villupuram,292,292,277,211,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Tamil Nadu,Virudhunagar,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Tamil Nadu,Virudhunagar,187,187,182,170,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Chennai,818,798,743,27,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Chennai,40,40,38,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Coimbatore,193,111,106,44,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Cuddalore,180,160,137,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Cuddalore,100,80,79,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Dharmapuri,20,20,18,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Dharmapuri,114,114,113,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Erode,216,131,127,59,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Kanchipuram,207,129,115,31,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Karur,178,90,76,21,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Krishnagiri,60,59,45,28,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Madurai,99,99,98,14,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Nagapattinam,40,40,38,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Namakkal,249,95,95,52,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Namakkal,120,120,119,23,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Ramanathapuram,160,158,158,49,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Ramanathapuram,160,157,157,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Ranipet,79,59,52,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Salem,60,57,53,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Salem,120,120,120,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Sivaganga,251,231,192,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Thanjavur,236,232,224,99,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Thanjavur,140,137,137,35,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,The Nilgiris,149,127,122,54,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Theni,20,20,20,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Thiruvallur,180,180,180,100,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Thiruvallur,320,306,306,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Thiruvarur,80,80,23,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Thiruvarur,240,240,204,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Tiruchirappalli,20,20,20,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Tirunelveli,80,80,68,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Tirunelveli,80,71,65,16,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Tiruvannamalai,80,80,63,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Tiruvannamalai,137,137,124,26,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Tuticorin,160,160,75,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Vellore,80,80,69,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Villupuram,180,159,158,29,0
21-04-2022,PMKVY 3.0,CSSM,SP,Tamil Nadu,Villupuram,60,60,53,15,0
21-04-2022,PMKVY 3.0,CSCM,SP,Tamil Nadu,Virudhunagar,60,60,57,32,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Ariyalur,240,240,237,220,124
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Ariyalur,222,190,120,117,90
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Chennai,1446,700,347,284,170
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Chennai,450,390,325,301,84
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Coimbatore,180,132,104,97,26
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Coimbatore,780,330,157,155,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Cuddalore,572,411,115,101,101
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Cuddalore,120,120,112,83,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Dharmapuri,480,150,105,89,89
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Dindigul,354,324,266,243,67
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Dindigul,494,360,170,140,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Erode,510,390,210,199,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Erode,379,281,264,231,129
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Kallakurichi,20,0,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Kanchipuram,295,225,209,204,71
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Kanchipuram,120,120,120,120,89
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Karur,30,30,27,27,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Karur,480,390,156,116,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Krishnagiri,400,220,106,83,83
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Krishnagiri,60,60,58,56,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Madurai,651,266,119,81,5
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Madurai,302,251,249,197,55
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Nagapattinam,677,319,120,107,107
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Nagapattinam,60,60,60,52,48
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Namakkal,30,30,26,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Namakkal,590,378,161,150,1
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Perambalur,170,170,157,157,156
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Perambalur,60,56,47,23,19
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Pudukkottai,150,150,150,148,76
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Ramanathapuram,510,280,151,137,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Ramanathapuram,180,150,150,142,82
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Salem,145,145,90,86,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Salem,50,48,44,15,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Sivaganga,480,400,144,118,1
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Sivaganga,270,270,262,247,89
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Thanjavur,120,120,120,114,89
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Thanjavur,120,92,86,71,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,The Nilgiris,570,360,162,103,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,The Nilgiris,26,26,5,5,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Theni,60,53,50,50,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Thiruvallur,554,343,149,99,100
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Thiruvallur,180,180,179,173,2
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Thiruvarur,590,280,236,187,60
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Thiruvarur,90,90,88,58,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Tiruchirappalli,331,169,120,116,91
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Tiruchirappalli,232,188,176,161,52
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Tirunelveli,60,60,52,44,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Tiruppur,254,171,161,161,157
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Tiruppur,480,400,227,208,4
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Tiruvannamalai,240,210,174,165,55
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Tiruvannamalai,402,168,157,134,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Tuticorin,88,88,75,75,51
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Tuticorin,24,24,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Vellore,180,150,149,144,59
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Vellore,591,307,119,107,108
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Villupuram,90,90,85,53,0
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Villupuram,594,390,153,81,76
21-04-2022,PMKVY 3.0,CSSM,STT,Tamil Nadu,Virudhunagar,77,65,54,54,13
21-04-2022,PMKVY 3.0,CSCM,STT,Tamil Nadu,Virudhunagar,206,83,0,0,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Adilabad,2969,2908,2521,2230,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Bhadradri Kothagudem,73,73,39,39,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Hanumakonda,5006,4770,4342,4199,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Hyderabad,53427,52347,45321,42658,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Jangoan,399,399,397,397,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Jayashankar Bhupalapally,84,84,30,30,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Jogulamba Gadwal,1441,1441,1383,1383,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Karimnagar,5013,4974,4370,4306,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Khammam,4275,4236,3426,2985,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Kumuram Bheem Asifabad,50,50,45,43,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Mahabubabad,300,300,300,285,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Mahabubnagar,1829,1694,1497,1465,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Mancherial,845,845,677,677,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Medak,5075,5011,4217,4012,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Medchal Malkajgiri,3873,3873,3684,3343,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Nagarkurnool,194,194,169,169,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Nalgonda,7076,6795,6018,5718,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Nirmal,647,647,501,316,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Nizamabad,1953,1903,1536,1439,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Peddapalli,1129,1129,807,802,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Rajanna Sircilla,1554,1549,1483,1480,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Ranga Reddy,25127,24672,22284,21136,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Sangareddy,1755,1755,1748,1748,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Siddipet,204,204,163,162,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Suryapet,183,183,169,169,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Vikarabad,224,224,189,182,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Wanaparthy,462,262,185,164,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Warangal,177,177,106,97,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Telangana,Yadadri Bhuvanagiri,3513,3478,3424,3408,0
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Hanumakonda,196,195,182,155,126
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Hyderabad,21,21,19,16,0
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Karimnagar,765,708,640,582,395
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Medchal Malkajgiri,78,78,76,60,65
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Nagarkurnool,26,26,18,18,17
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Nalgonda,221,221,216,204,149
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Nizamabad,118,118,114,101,100
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Rajanna Sircilla,285,264,241,198,156
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Ranga Reddy,1918,1810,1667,1460,1332
21-04-2022,PMKVY 2.0,CSCM,SP,Telangana,Siddipet,130,130,119,119,119
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Adilabad,1029,963,759,655,292
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Adilabad,6986,6907,6109,5466,3286
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Bhadradri Kothagudem,2490,2220,2211,2128,1369
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Bhadradri Kothagudem,1001,973,876,754,470
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Hanumakonda,6988,6905,6495,5819,3262
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Hanumakonda,1462,1300,1125,933,397
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Hyderabad,22135,20807,19604,17661,11582
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Hyderabad,737,598,487,293,19
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Jagitial,1736,1473,1469,1396,957
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Jagitial,590,553,425,392,244
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Jangoan,1124,480,478,432,324
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Jangoan,450,330,289,277,57
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Jayashankar Bhupalapally,840,621,576,488,200
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Jogulamba Gadwal,360,180,176,124,0
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Jogulamba Gadwal,250,250,250,216,10
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Kamareddy,698,561,512,446,146
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Karimnagar,1479,1272,1192,1086,624
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Karimnagar,10108,9773,9340,8651,5341
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Khammam,12215,11735,10926,9572,6200
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Khammam,1123,944,816,747,369
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Kumuram Bheem Asifabad,113,101,91,78,0
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Mahabubabad,2781,2458,2445,2299,1319
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Mahabubabad,645,540,520,429,147
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Mahabubnagar,7618,6936,6524,5747,3354
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Mahabubnagar,429,368,278,230,22
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Mancherial,1018,600,598,561,371
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Mancherial,480,388,361,286,136
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Medak,6373,5783,5653,5005,3396
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Medak,434,392,317,274,124
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Medchal Malkajgiri,908,803,650,528,164
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Medchal Malkajgiri,1293,1049,1040,974,550
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Nagarkurnool,1172,1027,973,858,553
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Nagarkurnool,1110,1080,1019,897,518
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Nalgonda,29991,28256,27571,25644,18539
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Nalgonda,1820,1787,1653,1537,1161
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Nirmal,1137,1046,1017,951,449
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Nirmal,375,375,345,322,219
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Nizamabad,488,394,301,233,26
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Nizamabad,4060,3659,3568,3070,1424
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Peddapalli,377,360,358,336,0
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Peddapalli,565,497,465,397,165
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Rajanna Sircilla,1221,989,989,967,598
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Rajanna Sircilla,566,485,458,425,344
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Ranga Reddy,1435,1314,1227,1164,762
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Ranga Reddy,24243,22919,22088,20542,14292
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Sangareddy,630,422,331,316,162
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Sangareddy,1044,939,879,802,457
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Siddipet,1003,697,621,581,283
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Suryapet,1474,839,830,744,552
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Suryapet,1230,1229,1120,908,409
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Vikarabad,1079,809,731,673,163
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Vikarabad,940,490,479,397,335
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Wanaparthy,853,825,729,661,326
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Warangal,660,390,389,318,259
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Warangal,570,570,448,376,125
21-04-2022,PMKVY 2.0,CSCM,STT,Telangana,Yadadri Bhuvanagiri,1567,1020,1011,932,561
21-04-2022,PMKVY 2.0,CSSM,STT,Telangana,Yadadri Bhuvanagiri,1193,1184,973,837,244
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Adilabad,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Bhadradri Kothagudem,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Hanumakonda,21,21,14,14,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Hyderabad,1283,1283,813,739,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Hyderabad,89,89,35,35,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Jagitial,209,209,179,112,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Jangoan,200,200,71,70,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Jangoan,201,201,112,89,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Jogulamba Gadwal,60,60,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Karimnagar,312,312,296,288,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Karimnagar,120,120,113,112,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Khammam,213,213,172,152,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Kumuram Bheem Asifabad,170,170,78,64,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Kumuram Bheem Asifabad,212,212,210,194,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Mahabubnagar,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Mancherial,210,210,209,195,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Medak,305,305,224,217,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Medchal Malkajgiri,32,32,30,30,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Nagarkurnool,100,100,92,83,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Nagarkurnool,200,200,120,80,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Nalgonda,77,77,57,53,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Nirmal,250,250,214,200,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Nirmal,50,50,33,22,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Nizamabad,18,18,6,6,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Nizamabad,120,120,108,101,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Peddapalli,82,82,56,51,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Peddapalli,200,200,133,56,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Rajanna Sircilla,254,254,254,240,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Ranga Reddy,190,190,28,26,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Ranga Reddy,515,515,331,331,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Sangareddy,102,102,99,99,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Siddipet,31,31,30,30,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Suryapet,238,238,160,160,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Telangana,Wanaparthy,30,30,25,23,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Warangal,207,207,189,156,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Telangana,Yadadri Bhuvanagiri,200,200,169,145,0
21-04-2022,PMKVY 3.0,CSCM,SP,Telangana,Hanumakonda,100,100,100,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Telangana,Hyderabad,60,60,60,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Telangana,Hyderabad,275,259,210,19,0
21-04-2022,PMKVY 3.0,CSCM,SP,Telangana,Khammam,120,120,112,66,0
21-04-2022,PMKVY 3.0,CSSM,SP,Telangana,Khammam,40,35,28,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Telangana,Nalgonda,360,349,332,113,0
21-04-2022,PMKVY 3.0,CSCM,SP,Telangana,Nizamabad,120,100,82,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Telangana,Rajanna Sircilla,60,60,58,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Telangana,Ranga Reddy,126,58,58,56,0
21-04-2022,PMKVY 3.0,CSCM,SP,Telangana,Sangareddy,60,60,60,18,0
21-04-2022,PMKVY 3.0,CSCM,STT,Telangana,Adilabad,354,229,153,87,0
21-04-2022,PMKVY 3.0,CSSM,STT,Telangana,Adilabad,120,120,87,78,0
21-04-2022,PMKVY 3.0,CSCM,STT,Telangana,Bhadradri Kothagudem,30,0,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Telangana,Bhadradri Kothagudem,180,180,136,113,51
21-04-2022,PMKVY 3.0,CSCM,STT,Telangana,Hanumakonda,53,0,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Telangana,Hanumakonda,120,120,117,81,0
21-04-2022,PMKVY 3.0,CSSM,STT,Telangana,Hyderabad,114,114,83,75,0
21-04-2022,PMKVY 3.0,CSCM,STT,Telangana,Hyderabad,753,280,116,110,56
21-04-2022,PMKVY 3.0,CSCM,STT,Telangana,Jagitial,553,210,141,105,66
21-04-2022,PMKVY 3.0,CSSM,STT,Telangana,Jagitial,90,90,88,82,0
